iter	RMSE
134	5.189103374
135	5.187245302
136	5.179923723
137	5.174563731
138	5.172784695
139	5.166272341
140	5.159398203
141	5.154054739
142	5.148490135
143	5.141874589
144	5.138005025
145	5.129738
146	5.123593779
147	5.120384568
148	5.116982257
149	5.112273135
150	5.106987572
151	5.099131162
152	5.095412664
153	5.090417066
154	5.083164757
155	5.078673637
156	5.072014593
157	5.066399445
158	5.064249719
159	5.05910731
160	5.055887343
161	5.053285406
162	5.050640955
163	5.046072266
164	5.040416717
165	5.037079262
166	5.033369538
167	5.028741435
168	5.022210803
169	5.019690943
170	5.017198495
171	5.013555924
172	5.008736487
173	5.003522724
174	4.998748341
175	4.994333561
176	4.989545329
177	4.985470335
178	4.981977437
179	4.978429866
180	4.976075703
181	4.970954185
182	4.966104307
183	4.962702724
184	4.96045246
185	4.95801312
186	4.953013935
187	4.947362797
188	4.942763719
189	4.939398066
190	4.934639165
191	4.931110135
192	4.927365962
193	4.923859541
194	4.921216129
195	4.918657636
196	4.914272022
197	4.909864177
198	4.906034956
199	4.899149998
200	4.8946154
201	4.892129222
202	4.889574064
203	4.885228818
204	4.880850039
205	4.877853328
206	4.874303714
207	4.8712754
208	4.865751631
209	4.859698433
210	4.857833356
211	4.855818037
212	4.851165586
213	4.847403715
214	4.841968772
215	4.835767266
216	4.830728351
217	4.827011245
218	4.823766495
219	4.820113266
220	4.817836554
221	4.812350178
222	4.811720333
223	4.809842113
224	4.803059755
225	4.798700788
226	4.796644527
227	4.793057841
228	4.792443125
229	4.791449889
230	4.781154898
231	4.776814683
232	4.773891131
233	4.770570584
234	4.765018148
235	4.75998216
236	4.756073746
237	4.752370249
238	4.748680307
239	4.744135739
240	4.738522215
241	4.734670355
242	4.731684133
243	4.72840526
244	4.720947363
245	4.715440031
246	4.713076093
247	4.710283964
248	4.703144491
249	4.698485021
250	4.694655602
251	4.691555632
252	4.68908795
253	4.682412984
254	4.681905661
255	4.678132311
256	4.673934976
257	4.671561123
258	4.667769686
259	4.666202746
260	4.665218006
261	4.658803462
262	4.658156177
263	4.653892279
264	4.650153043
265	4.643566998
266	4.639560776
267	4.636202409
268	4.633175938
269	4.630770176
270	4.630159092
271	4.62906543
272	4.628496859
273	4.623694167
274	4.621312766
275	4.620155766
276	4.619754397
277	4.617408105
278	4.613115378
279	4.610040547
280	4.605099007
281	4.602910145
282	4.5979955
283	4.597562841
284	4.591576435
285	4.588547584
286	4.585670224
287	4.582408068
288	4.578015479
289	4.577363525
290	4.573969986
291	4.572461957
292	4.566479203
293	4.562150168
294	4.55622713
295	4.555729784
296	4.551959696
297	4.548247866
298	4.543666312
299	4.541276462
300	4.539172854
301	4.536491614
302	4.534836498
303	4.531737912
304	4.531392145
305	4.527988339
306	4.525155209
307	4.524619959
308	4.52413468
309	4.520554883
310	4.519937342
311	4.514790872
312	4.514367617
313	4.510154093
314	4.507727035
315	4.505325768
316	4.504828463
317	4.501707675
318	4.496608438
319	4.495904246
320	4.492055439
321	4.48619353
322	4.480632887
323	4.477817667
324	4.475715552
325	4.473001706
326	4.468632352
327	4.464319521
328	4.459002802
329	4.454930671
330	4.452425945
331	4.446857838
332	4.446427658
333	4.440557886
334	4.437494698
335	4.435784806
336	4.434162304
337	4.431317501
338	4.427669522
339	4.420843922
340	4.414327546
341	4.414039307
342	4.412014701
343	4.411113371
344	4.403610614
345	4.400175256
346	4.398870852
347	4.396178383
348	4.395797495
349	4.391119562
350	4.384696046
351	4.379397147
352	4.375844307
353	4.37448392
354	4.373078222
355	4.369223591
356	4.368461429
357	4.361459697
358	4.355816392
359	4.348026879
360	4.344501807
361	4.339206763
362	4.335193126
363	4.330307369
364	4.327720295
365	4.325300714
366	4.319381533
367	4.3134765
368	4.307231573
369	4.303495534
370	4.298893976
371	4.296121012
372	4.292227971
373	4.291904309
374	4.288232748
375	4.286684866
376	4.28125884
377	4.276561187
378	4.27280165
379	4.270271728
380	4.264571157
381	4.263818956
382	4.259191216
383	4.258855293
384	4.254134255
385	4.248764661
386	4.246055983
387	4.242958784
388	4.23825053
389	4.232305986
390	4.232009007
391	4.230475846
392	4.226937945
393	4.226627664
394	4.22552353
395	4.221276244
396	4.220897487
397	4.219300988
398	4.214495147
399	4.212595824
400	4.20844838
401	4.206239852
402	4.204929125
403	4.2006914
404	4.200402051
405	4.196367145
406	4.196076187
407	4.191266047
408	4.189521157
409	4.187595948
410	4.187383768
411	4.184857602
412	4.182874555
413	4.182530588
414	4.180985511
415	4.179235576
416	4.173746548
417	4.171013007
418	4.167532884
419	4.162126082
420	4.157402672
421	4.155296005
422	4.150768038
423	4.148943934
424	4.145962277
425	4.142316608
426	4.142060558
427	4.141486457
428	4.136968847
429	4.134903828
430	4.129992579
431	4.125351673
432	4.124289824
433	4.123870117
434	4.120735993
435	4.117585077
436	4.11608648
437	4.112066785
438	4.108808708
439	4.104009795
440	4.10184771
441	4.097475305
442	4.093042755
443	4.090829914
444	4.086429412
445	4.084405567
446	4.084084667
447	4.081232729
448	4.080766079
449	4.076858788
450	4.074443881
451	4.07131673
452	4.068560385
453	4.065110521
454	4.062168307
455	4.057648772
456	4.053330445
457	4.050125412
458	4.048436242
459	4.04826037
460	4.044619191
461	4.039593212
462	4.037985294
463	4.036248493
464	4.033407159
465	4.026237372
466	4.019581763
467	4.017101723
468	4.01680365
469	4.013029417
470	4.012601081
471	4.011599668
472	4.009669978
473	4.005555594
474	4.004855658
475	4.002937722
476	3.999447264
477	3.999031836
478	3.99637495
479	3.993961306
480	3.992105644
481	3.990065835
482	3.986596008
483	3.986113895
484	3.98293672
485	3.982522984
486	3.980003932
487	3.977159755
488	3.97626968
489	3.975834992
490	3.974846686
491	3.972003013
492	3.970778281
493	3.968831965
494	3.964569234
495	3.961700199
496	3.95874558
497	3.954337017
498	3.951051744
499	3.949728859
500	3.94478658
501	3.9402493
502	3.936486872
503	3.93370928
504	3.932775504
505	3.929694458
506	3.925853356
507	3.924189955
508	3.923824994
509	3.922147049
510	3.920778526
511	3.917870032
512	3.917707855
513	3.914506781
514	3.910704868
515	3.907967859
516	3.907868998
517	3.907649768
518	3.906971993
519	3.906734969
520	3.903265507
521	3.898622519
522	3.897487809
523	3.895623826
524	3.894912262
525	3.890877365
526	3.886397007
527	3.883140815
528	3.880628295
529	3.879013052
530	3.878841774
531	3.874313552
532	3.871037588
533	3.868861206
534	3.866269596
535	3.86608185
536	3.863668051
537	3.858954242
538	3.857851907
539	3.854936032
540	3.852771419
541	3.850593184
542	3.847927116
543	3.845623478
544	3.842428966
545	3.838371088
546	3.8350169
547	3.834129076
548	3.830009865
549	3.827454023
550	3.824662961
551	3.821614333
552	3.820409441
553	3.819051091
554	3.81678467
555	3.814811029
556	3.811849405
557	3.807667804
558	3.806442037
559	3.803446543
560	3.799188973
561	3.795126921
562	3.792842838
563	3.792392367
564	3.792203579
565	3.791852795
566	3.791733505
567	3.789708889
568	3.787458648
569	3.783309571
570	3.782194985
571	3.780807277
572	3.777753853
573	3.777553567
574	3.774865543
575	3.771631581
576	3.770734902
577	3.767911799
578	3.767002305
579	3.766043234
580	3.764753773
581	3.759806954
582	3.757411845
583	3.753925748
584	3.750881438
585	3.748489317
586	3.745793579
587	3.743148542
588	3.739722386
589	3.738607655
590	3.735624546
591	3.731819711
592	3.728594105
593	3.724813224
594	3.723674125
595	3.722526075
596	3.721594156
597	3.720153677
598	3.719758384
599	3.716334468
600	3.715165385
601	3.713584556
602	3.709808854
603	3.70780647
604	3.705411852
605	3.701450924
606	3.696868898
607	3.693166193
608	3.690022874
609	3.686036604
610	3.683771427
611	3.679513686
612	3.676620902
613	3.673983482
614	3.669298487
615	3.666668265
616	3.66250477
617	3.661440741
618	3.657713891
619	3.655266501
620	3.654004347
621	3.653765138
622	3.651782343
623	3.649778848
624	3.648752492
625	3.646310332
626	3.645948916
627	3.645413286
628	3.643354604
629	3.642396037
630	3.640820656
631	3.638239956
632	3.635613957
633	3.632731256
634	3.630136983
635	3.627513861
636	3.626912818
637	3.626311032
638	3.622286705
639	3.619413577
640	3.619046595
641	3.61767693
642	3.615264142
643	3.614721691
644	3.611480822
645	3.611366765
646	3.611018068
647	3.609983526
648	3.609850477
649	3.608773434
650	3.605689909
651	3.604043572
652	3.601160301
653	3.598544303
654	3.596851877
655	3.595004278
656	3.594122567
657	3.592180574
658	3.590071318
659	3.589042579
660	3.587935753
661	3.585968461
662	3.583107387
663	3.580259852
664	3.576636594
665	3.575804976
666	3.574236856
667	3.574004038
668	3.570547505
669	3.568000641
670	3.567489215
671	3.56457635
672	3.563788649
673	3.563185815
674	3.561000017
675	3.557088033
676	3.554802156
677	3.552504569
678	3.551306517
679	3.548013748
680	3.54435495
681	3.541120607
682	3.537951211
683	3.537619842
684	3.534976014
685	3.533486903
686	3.532587758
687	3.530811383
688	3.530474678
689	3.529140338
690	3.527175827
691	3.523899686
692	3.521132992
693	3.519330905
694	3.518486813
695	3.512654142
696	3.511418974
697	3.50982184
698	3.509754731
699	3.506779319
700	3.504503711
701	3.502936702
702	3.500998836
703	3.500291242
704	3.498968647
705	3.498626409
706	3.496944047
707	3.495894669
708	3.49477434
709	3.494603945
710	3.490769522
711	3.490120272
712	3.489768713
713	3.487721496
714	3.485050048
715	3.482234952
716	3.478896541
717	3.478036473
718	3.476777042
719	3.47391266
720	3.471260695
721	3.469531345
722	3.468492191
723	3.465169409
724	3.463419475
725	3.461841504
726	3.457750234
727	3.45613114
728	3.453819032
729	3.452140707
730	3.449068035
731	3.447478435
732	3.445891099
733	3.445758904
734	3.442933226
735	3.440022239
736	3.438272363
737	3.436077571
738	3.433758522
739	3.432871121
740	3.432532201
741	3.43078968
742	3.430587166
743	3.426924682
744	3.425679592
745	3.423736353
746	3.423608885
747	3.421112296
748	3.420345733
749	3.418754846
750	3.41769537
751	3.417587346
752	3.413932087
753	3.411610549
754	3.409394413
755	3.408990137
756	3.40772193
757	3.407657656
758	3.40635321
759	3.404671046
760	3.400237691
761	3.397854574
762	3.396465432
763	3.394446038
764	3.39351868
765	3.392694226
766	3.391896463
767	3.388853518
768	3.387664902
769	3.385007181
770	3.38411221
771	3.382982645
772	3.382343645
773	3.382204762
774	3.380076677
775	3.379872672
776	3.37862481
777	3.375607005
778	3.373513407
779	3.370760149
780	3.368189922
781	3.366572507
782	3.364231193
783	3.360287191
784	3.35705507
785	3.354409692
786	3.352353202
787	3.351406282
788	3.348933505
789	3.346980826
790	3.344652606
791	3.343580694
792	3.342302773
793	3.339821232
794	3.337935967
795	3.336946469
796	3.334034368
797	3.331637429
798	3.331488343
799	3.330097198
800	3.327544198
801	3.326631003
802	3.325408912
803	3.325244438
804	3.322320687
805	3.320081352
806	3.318859107
807	3.315101966
808	3.312385011
809	3.311221755
810	3.307665893
811	3.307568575
812	3.306241594
813	3.304966703
814	3.302996421
815	3.300878533
816	3.298169984
817	3.296211869
818	3.294388474
819	3.293881305
820	3.29247499
821	3.289419561
822	3.288021493
823	3.287479229
824	3.284764708
825	3.283025253
826	3.282758552
827	3.279930996
828	3.277625121
829	3.275673571
830	3.274247476
831	3.27148041
832	3.268677649
833	3.267274808
834	3.26548688
835	3.263943716
836	3.260905145
837	3.259675977
838	3.257135884
839	3.25624869
840	3.255485124
841	3.253472315
842	3.253168167
843	3.250467555
844	3.24925943
845	3.247555857
846	3.247222077
847	3.243895914
848	3.241166688
849	3.239149488
850	3.238051936
851	3.237945397
852	3.234741681
853	3.232794887
854	3.231834284
855	3.231631908
856	3.231385596
857	3.22889544
858	3.226482264
859	3.224538776
860	3.221405456
861	3.218602655
862	3.217669168
863	3.214063869
864	3.213697664
865	3.211513679
866	3.208995581
867	3.207974195
868	3.205966471
869	3.205291429
870	3.205209295
871	3.203875053
872	3.201694039
873	3.199779163
874	3.196167492
875	3.194708279
876	3.19270402
877	3.191195513
878	3.187877831
879	3.186185998
880	3.183892564
881	3.180790777
882	3.178717146
883	3.178105336
884	3.175490018
885	3.174398967
886	3.172535052
887	3.17045636
888	3.169258592
889	3.166104462
890	3.164517757
891	3.163966459
892	3.163719366
893	3.163478847
894	3.162213793
895	3.161624119
896	3.160321072
897	3.159740853
898	3.158141254
899	3.156954687
900	3.155059208
901	3.153708855
902	3.150588078
903	3.147775516
904	3.145487727
905	3.144106598
906	3.144027459
907	3.142670335
908	3.142408348
909	3.142328186
910	3.140646361
911	3.139277238
912	3.139012264
913	3.138423127
914	3.138081285
915	3.135677091
916	3.133468122
917	3.133171927
918	3.132143134
919	3.12981438
920	3.126478962
921	3.124821619
922	3.123916901
923	3.122003999
924	3.121896233
925	3.121110821
926	3.119830092
927	3.119352288
928	3.117398808
929	3.115811276
930	3.11557122
931	3.111962848
932	3.111303533
933	3.11108031
934	3.109972449
935	3.108299788
936	3.105881623
937	3.104762014
938	3.102152134
939	3.09911289
940	3.096456046
941	3.094682489
942	3.093557799
943	3.092833377
944	3.091691652
945	3.091407169
946	3.090665824
947	3.088360477
948	3.088260662
949	3.086552276
950	3.083878473
951	3.08176436
952	3.081688652
953	3.080777756
954	3.079094899
955	3.078905024
956	3.077548553
957	3.076217739
958	3.074110707
959	3.072726061
960	3.071639476
961	3.070587834
962	3.069973839
963	3.069102332
964	3.067468984
965	3.066901151
966	3.064976927
967	3.06312692
968	3.061908298
969	3.060768811
970	3.057915359
971	3.057655683
972	3.057096976
973	3.056098051
974	3.054220764
975	3.053314883
976	3.052641007
977	3.050413045
978	3.048441257
979	3.048401045
980	3.048190197
981	3.047862995
982	3.046416103
983	3.043559764
984	3.042868387
985	3.040936304
986	3.039103999
987	3.038146822
988	3.03587107
989	3.03450728
990	3.03256228
991	3.032522368
992	3.029783886
993	3.02965423
994	3.029246315
995	3.029004662
996	3.02857146
997	3.025523083
998	3.024884012
999	3.024000055
