iter	RMSE
560	3.692557881
561	3.690402168
562	3.68868232
563	3.685640561
564	3.684307713
565	3.681588673
566	3.677330177
567	3.675571606
568	3.672035867
569	3.670257076
570	3.669721247
571	3.665669334
572	3.663872786
573	3.661836846
574	3.660237843
575	3.659703832
576	3.657916066
577	3.657009561
578	3.656007501
579	3.654781583
580	3.653175578
581	3.651374135
582	3.650017762
583	3.647984854
584	3.646607609
585	3.644310548
586	3.642822749
587	3.638827841
588	3.636552793
589	3.635971017
590	3.633507684
591	3.629215117
592	3.625361095
593	3.622949176
594	3.622286479
595	3.619664077
596	3.619214494
597	3.616467686
598	3.611544579
599	3.60957066
600	3.606836315
601	3.605022482
602	3.601866718
603	3.599091055
604	3.596202279
605	3.591312566
606	3.589058758
607	3.586329621
608	3.584709572
609	3.581233493
610	3.579479765
611	3.578669838
612	3.57490182
613	3.574307977
614	3.571767659
615	3.569186788
616	3.567345098
617	3.565065557
618	3.563542276
619	3.562731845
620	3.56222083
621	3.559419729
622	3.555054626
623	3.554188687
624	3.553395225
625	3.551249177
626	3.549419158
627	3.54582871
628	3.545066529
629	3.544021884
630	3.542543431
631	3.540548595
632	3.538967116
633	3.538366936
634	3.536462459
635	3.536204383
636	3.532766409
637	3.532001142
638	3.529169212
639	3.527563212
640	3.524918582
641	3.522543641
642	3.519839524
643	3.516003633
644	3.514510836
645	3.511201735
646	3.50932052
647	3.50785373
648	3.505286328
649	3.503312999
650	3.50006973
651	3.497215246
652	3.496595392
653	3.492335769
654	3.490453469
655	3.490042696
656	3.48826305
657	3.487358229
658	3.484545321
659	3.482165866
660	3.47839538
661	3.475821428
662	3.473433343
663	3.472789003
664	3.47153322
665	3.470893448
666	3.469039407
667	3.467165466
668	3.466271887
669	3.465862997
670	3.462955245
671	3.46167306
672	3.461269577
673	3.460413511
674	3.46038461
675	3.45868721
676	3.455672177
677	3.454221894
678	3.453613065
679	3.451507082
680	3.449813109
681	3.447105312
682	3.444800723
683	3.444054717
684	3.443219314
685	3.44287235
686	3.442735836
687	3.4412184
688	3.43966008
689	3.437658686
690	3.434950976
691	3.434596559
692	3.433409796
693	3.432233418
694	3.428909099
695	3.428331325
696	3.42522119
697	3.424165538
698	3.422387343
699	3.419453778
700	3.416438818
701	3.413326996
702	3.412523818
703	3.410954273
704	3.408590903
705	3.406954934
706	3.405958063
707	3.40335683
708	3.399641862
709	3.399133265
710	3.396699155
711	3.395205256
712	3.393329632
713	3.393132039
714	3.391261826
715	3.387527961
716	3.38663921
717	3.384242512
718	3.383476381
719	3.382128771
720	3.37973259
721	3.379625827
722	3.377313571
723	3.375816901
724	3.372321375
725	3.370500247
726	3.368159124
727	3.363345229
728	3.361892355
729	3.360359685
730	3.35734915
731	3.354950473
732	3.353825602
733	3.351171916
734	3.349666676
735	3.347505183
736	3.346866959
737	3.345408724
738	3.343735327
739	3.342269913
740	3.340756198
741	3.339418636
742	3.336516198
743	3.336065067
744	3.33495058
745	3.333677106
746	3.331231542
747	3.329806315
748	3.328569424
749	3.327139245
750	3.326105061
751	3.325437414
752	3.324863777
753	3.324298736
754	3.323283273
755	3.322879167
756	3.320688502
757	3.320087303
758	3.318317283
759	3.317772391
760	3.315218177
761	3.31388685
762	3.311369534
763	3.310386283
764	3.308990814
765	3.307479895
766	3.302691458
767	3.300899559
768	3.298148934
769	3.297350915
770	3.294911623
771	3.293335389
772	3.292068642
773	3.290775297
774	3.290257543
775	3.288122678
776	3.287638561
777	3.286481515
778	3.284769667
779	3.28347861
780	3.282271238
781	3.280806964
782	3.280075207
783	3.278528751
784	3.275597897
785	3.275130017
786	3.272141019
787	3.270393371
788	3.268470835
789	3.264685188
790	3.264164011
791	3.261530692
792	3.260175146
793	3.259646523
794	3.258052088
795	3.255912691
796	3.253628645
797	3.250873995
798	3.24959249
799	3.247480456
800	3.246032372
801	3.244072824
802	3.243363959
803	3.243138792
804	3.240472919
805	3.238502789
806	3.236307495
807	3.234436803
808	3.233603631
809	3.231456581
810	3.230617146
811	3.228697353
812	3.228053861
813	3.227440847
814	3.225380726
815	3.222629259
816	3.222302779
817	3.221827635
818	3.221315093
819	3.220009313
820	3.218942263
821	3.217193164
822	3.215263072
823	3.212237448
824	3.208533008
825	3.206933218
826	3.204659787
827	3.202747661
828	3.201003764
829	3.200114456
830	3.196929762
831	3.195073808
832	3.193883922
833	3.192234747
834	3.19123962
835	3.189812299
836	3.187487782
837	3.185745454
838	3.182910603
839	3.180896605
840	3.178332987
841	3.174715846
842	3.170894924
843	3.170579258
844	3.169729187
845	3.165206167
846	3.164221802
847	3.162488729
848	3.161038164
849	3.156931112
850	3.155631414
851	3.155001711
852	3.152460186
853	3.151375007
854	3.14932949
855	3.147930947
856	3.147232332
857	3.146552112
858	3.141777405
859	3.139955828
860	3.137838477
861	3.133963343
862	3.132964966
863	3.132865638
864	3.130324539
865	3.129808813
866	3.125440196
867	3.125384126
868	3.123550808
869	3.122876854
870	3.119101307
871	3.118330675
872	3.117016612
873	3.115824323
874	3.112934795
875	3.11058899
876	3.110548085
877	3.108022823
878	3.107700022
879	3.104005558
880	3.101396958
881	3.10051461
882	3.098839888
883	3.098122897
884	3.095533058
885	3.091208453
886	3.088147863
887	3.085432816
888	3.082933847
889	3.082893166
890	3.08067702
891	3.079858905
892	3.078720436
893	3.078238515
894	3.076829689
895	3.076417049
896	3.073193732
897	3.070922817
898	3.068817164
899	3.067231373
900	3.064659286
901	3.064213234
902	3.062622468
903	3.06199574
904	3.060938478
905	3.060495668
906	3.056993164
907	3.055805678
908	3.055322809
909	3.054750645
910	3.053363203
911	3.052778736
912	3.052244325
913	3.05183229
914	3.051446828
915	3.051016546
916	3.049510038
917	3.047538714
918	3.046455469
919	3.04495811
920	3.044170886
921	3.041158268
922	3.039828879
923	3.039185557
924	3.038741922
925	3.03772393
926	3.036552513
927	3.0346273
928	3.033707541
929	3.032821883
930	3.0315391
931	3.030036786
932	3.029244982
933	3.028367094
934	3.026504864
935	3.026066797
936	3.02532909
937	3.023125592
938	3.020244558
939	3.01908389
940	3.017588273
941	3.016551457
942	3.014630369
943	3.014376233
944	3.011925085
945	3.009873421
946	3.008241508
947	3.005254717
948	3.002711877
949	3.000991143
950	2.999885544
951	2.997990567
952	2.996388162
953	2.995424683
954	2.995213189
955	2.995092299
956	2.993553299
957	2.990727084
958	2.989049272
959	2.987643233
960	2.986933482
961	2.984076555
962	2.980903819
963	2.980337138
964	2.980081924
965	2.979532765
966	2.977893442
967	2.976851758
968	2.976460837
969	2.973266433
970	2.970776311
971	2.968600203
972	2.966657292
973	2.965665436
974	2.96182561
975	2.961108861
976	2.960548279
977	2.959081968
978	2.957862072
979	2.956897623
980	2.956857564
981	2.956442426
982	2.955381151
983	2.952946949
984	2.950748527
985	2.949785942
986	2.948934102
987	2.946379165
988	2.944479207
989	2.940218048
990	2.938024366
991	2.9371376
992	2.935550907
993	2.934247693
994	2.931065346
995	2.928758107
996	2.927193851
997	2.924512884
998	2.923069447
999	2.922370063
